"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Nonresidential equipment,biz,debt,2034,5.21,4.73,0.48,9.25,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz,debt,2035,5.21,4.73,0.48,9.24,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz,typical (biz),2025,5.37,4.74,0.63,11.76,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2026,5.57,4.73,0.84,15.05,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2027,5.81,4.74,1.08,18.51,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2028,5.82,4.74,1.08,18.63,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2029,5.84,4.74,1.1,18.89,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2030,5.87,4.74,1.13,19.31,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2031,5.87,4.73,1.14,19.35,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2032,5.87,4.73,1.14,19.38,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2033,5.87,4.73,1.14,19.43,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2034,5.87,4.73,1.14,19.41,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz),2035,5.87,4.73,1.14,19.42,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2025,5.68,4.74,0.94,16.53,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2026,5.91,4.73,1.17,19.86,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2027,6.15,4.74,1.41,22.96,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2028,6.15,4.74,1.42,23.01,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2029,6.17,4.74,1.43,23.19,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2030,6.19,4.74,1.46,23.52,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2031,6.19,4.73,1.46,23.58,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2032,6.19,4.73,1.46,23.61,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2033,6.19,4.73,1.47,23.66,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2034,6.19,4.73,1.47,23.66,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,typical_equity,2035,6.19,4.73,1.47,23.68,NA,NA,NA,5103560.07
uniformity,Nonresidential equipment,biz+ooh,debt,2025,4.75,4.74,0.02,0.33,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2026,4.9,4.73,0.17,3.41,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2027,5.14,4.74,0.4,7.8,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2028,5.16,4.74,0.42,8.15,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2029,5.19,4.74,0.45,8.64,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2030,5.22,4.74,0.49,9.3,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2031,5.22,4.73,0.48,9.28,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2032,5.22,4.73,0.48,9.29,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2033,5.22,4.73,0.49,9.34,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2034,5.21,4.73,0.48,9.25,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,debt,2035,5.21,4.73,0.48,9.24,NA,NA,NA,2542164.69
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2025,5.37,4.74,0.63,11.76,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2026,5.57,4.73,0.84,15.05,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2027,5.81,4.74,1.08,18.51,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2028,5.82,4.74,1.08,18.63,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2029,5.84,4.74,1.1,18.89,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2030,5.87,4.74,1.13,19.31,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2031,5.87,4.73,1.14,19.35,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2032,5.87,4.73,1.14,19.38,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2033,5.87,4.73,1.14,19.43,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2034,5.87,4.73,1.14,19.41,NA,NA,NA,7645724.76
uniformity,Nonresidential equipment,biz+ooh,typical (biz+ooh),2035,5.87,4.73,1.14,19.42,NA,NA,NA,7645724.76
uniformity,Nonresidential structures,c_corp,new_equity,2025,6.3,4.64,1.66,26.32,5.33,0.97,15.33,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2026,6.33,4.63,1.7,26.8,5.33,1.0,15.76,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2027,6.38,4.64,1.74,27.32,5.33,1.05,16.42,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2028,6.38,4.64,1.74,27.29,5.33,1.05,16.41,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2029,6.38,4.64,1.74,27.28,5.33,1.05,16.44,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2030,6.39,4.64,1.75,27.38,5.33,1.05,16.5,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2031,6.39,4.63,1.75,27.47,5.33,1.06,16.52,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2032,6.39,4.63,1.76,27.51,5.33,1.05,16.51,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2033,6.39,4.63,1.76,27.53,5.33,1.05,16.5,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2034,6.39,4.63,1.76,27.56,5.33,1.05,16.51,4062149.26
uniformity,Nonresidential structures,c_corp,new_equity,2035,6.39,4.63,1.76,27.58,5.33,1.05,16.51,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2025,6.35,4.84,1.52,23.85,5.33,1.02,16.07,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2026,6.39,4.83,1.55,24.32,5.33,1.05,16.49,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2027,6.44,4.83,1.6,24.87,5.33,1.1,17.14,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2028,6.43,4.84,1.6,24.84,5.33,1.1,17.13,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2029,6.44,4.84,1.6,24.84,5.33,1.11,17.17,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2030,6.44,4.84,1.61,24.94,5.33,1.11,17.23,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2031,6.44,4.83,1.61,25.0,5.33,1.11,17.25,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2032,6.44,4.83,1.61,25.02,5.33,1.11,17.24,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2033,6.44,4.83,1.61,25.03,5.33,1.11,17.22,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2034,6.44,4.83,1.61,25.05,5.33,1.11,17.23,4062149.26
uniformity,Nonresidential structures,c_corp,retained_earnings,2035,6.44,4.83,1.61,25.07,5.33,1.11,17.23,4062149.26
uniformity,Nonresidential structures,c_corp,typical_equity,2025,6.33,4.74,1.59,25.08,5.33,0.99,15.7,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2026,6.36,4.73,1.62,25.56,5.33,1.03,16.13,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2027,6.41,4.74,1.67,26.09,5.33,1.08,16.78,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2028,6.41,4.74,1.67,26.06,5.33,1.07,16.77,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2029,6.41,4.74,1.67,26.05,5.33,1.08,16.81,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2030,6.41,4.74,1.68,26.15,5.33,1.08,16.87,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2031,6.42,4.73,1.68,26.23,5.33,1.08,16.89,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2032,6.41,4.73,1.68,26.26,5.33,1.08,16.88,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2033,6.41,4.73,1.69,26.28,5.33,1.08,16.86,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2034,6.41,4.73,1.69,26.3,5.33,1.08,16.87,8124298.53
uniformity,Nonresidential structures,c_corp,typical_equity,2035,6.41,4.73,1.69,26.32,5.33,1.08,16.87,8124298.53
uniformity,Nonresidential structures,c_corp,debt,2025,5.3,4.74,0.56,10.57,5.33,-0.03,-0.63,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2026,5.37,4.73,0.64,11.92,5.33,0.04,0.76,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2027,5.44,4.74,0.7,12.88,5.33,0.1,1.91,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2028,5.45,4.74,0.71,13.04,5.33,0.11,2.11,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2029,5.46,4.74,0.72,13.2,5.33,0.13,2.34,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2030,5.48,4.74,0.74,13.56,5.33,0.15,2.69,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2031,5.47,4.73,0.74,13.51,5.33,0.14,2.56,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2032,5.47,4.73,0.74,13.51,5.33,0.14,2.51,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2033,5.47,4.73,0.74,13.57,5.33,0.14,2.52,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2034,5.46,4.73,0.74,13.48,5.33,0.13,2.41,4252309.51
uniformity,Nonresidential structures,c_corp,debt,2035,5.46,4.73,0.74,13.49,5.33,0.13,2.4,4252309.51
uniformity,Nonresidential structures,c_corp,typical (biz),2025,5.98,4.74,1.24,20.72,5.33,0.65,10.8,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2026,6.02,4.73,1.29,21.44,5.33,0.69,11.48,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2027,6.08,4.74,1.34,22.09,5.33,0.75,12.28,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2028,6.08,4.74,1.34,22.11,5.33,0.75,12.32,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2029,6.09,4.74,1.35,22.15,5.33,0.76,12.42,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2030,6.1,4.74,1.36,22.32,5.33,0.77,12.55,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2031,6.1,4.73,1.36,22.36,5.33,0.76,12.53,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2032,6.09,4.73,1.36,22.38,5.33,0.76,12.51,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2033,6.09,4.73,1.37,22.41,5.33,0.76,12.5,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2034,6.09,4.73,1.37,22.41,5.33,0.76,12.48,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz),2035,6.09,4.73,1.37,22.42,5.33,0.76,12.48,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2025,5.98,4.74,1.24,20.72,5.33,0.65,10.8,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2026,6.02,4.73,1.29,21.44,5.33,0.69,11.48,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2027,6.08,4.74,1.34,22.09,5.33,0.75,12.28,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2028,6.08,4.74,1.34,22.11,5.33,0.75,12.32,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2029,6.09,4.74,1.35,22.15,5.33,0.76,12.42,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2030,6.1,4.74,1.36,22.32,5.33,0.77,12.55,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2031,6.1,4.73,1.36,22.36,5.33,0.76,12.53,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2032,6.09,4.73,1.36,22.38,5.33,0.76,12.51,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2033,6.09,4.73,1.37,22.41,5.33,0.76,12.5,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2034,6.09,4.73,1.37,22.41,5.33,0.76,12.48,12376608.04
uniformity,Nonresidential structures,c_corp,typical (biz+ooh),2035,6.09,4.73,1.37,22.42,5.33,0.76,12.48,12376608.04
uniformity,Nonresidential structures,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,pass_thru,typical_equity,2025,5.94,4.74,1.2,20.18,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2026,6.32,4.73,1.59,25.16,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2027,6.39,4.74,1.65,25.84,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2028,6.38,4.74,1.64,25.72,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2029,6.37,4.74,1.63,25.65,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2030,6.39,4.74,1.65,25.85,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2031,6.38,4.73,1.64,25.78,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2032,6.37,4.73,1.64,25.77,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2033,6.38,4.73,1.65,25.87,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2034,6.37,4.73,1.64,25.81,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,typical_equity,2035,6.37,4.73,1.65,25.84,NA,NA,NA,2616494.9
uniformity,Nonresidential structures,pass_thru,debt,2025,5.08,4.74,0.34,6.66,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2026,4.95,4.73,0.22,4.41,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2027,5.04,4.74,0.31,6.08,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2028,5.07,4.74,0.33,6.56,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2029,5.1,4.74,0.36,6.99,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2030,5.11,4.74,0.38,7.37,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2031,5.11,4.73,0.38,7.39,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2032,5.11,4.73,0.38,7.37,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2033,5.1,4.73,0.37,7.29,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2034,5.09,4.73,0.37,7.22,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,debt,2035,5.09,4.73,0.37,7.18,NA,NA,NA,1248102.24
uniformity,Nonresidential structures,pass_thru,typical (biz),2025,5.65,4.74,0.91,16.06,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2026,5.86,4.73,1.13,19.23,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2027,5.93,4.74,1.2,20.15,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2028,5.93,4.74,1.2,20.18,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2029,5.94,4.74,1.2,20.23,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2030,5.96,4.74,1.22,20.48,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2031,5.95,4.73,1.22,20.43,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2032,5.94,4.73,1.21,20.41,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2033,5.95,4.73,1.22,20.47,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2034,5.94,4.73,1.21,20.41,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz),2035,5.94,4.73,1.21,20.42,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2025,5.65,4.74,0.91,16.06,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2026,5.86,4.73,1.13,19.23,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2027,5.93,4.74,1.2,20.15,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2028,5.93,4.74,1.2,20.18,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2029,5.94,4.74,1.2,20.23,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2030,5.96,4.74,1.22,20.48,NA,NA,NA,3864597.14
uniformity,Nonresidential structures,pass_thru,typical (biz+ooh),2031,5.95,4.73,1.22,20.43,NA,NA,NA,3864597.14
